osmid,y,x,elevation
415156591,41.0044923,28.9778357,26.80929756164551
415160890,41.0400451,28.9438926,0.0009999918984249234
415160891,41.0406862,28.9445398,0.0
459111069,41.005766,28.9618213,9.143651008605957
459111242,41.0075944,28.9620014,34.14463424682617
459111244,41.0078106,28.9614082,38.97712707519531
459111246,41.0079687,28.9610383,39.41230773925781
459111250,41.0080979,28.9602475,35.87749481201172
459507111,41.0055357,28.9596587,7.642336845397949
459507113,41.0051854,28.9572331,6.775223255157471
459507114,41.0057825,28.9569167,8.073330879211426
459507120,41.0043902,28.9583396,4.606904983520508
459507122,41.0037623,28.9605324,4.451438426971436
487079292,41.0123117,28.93686,53.41447067260742
487079293,41.0110857,28.9368385,52.7049674987793
487079294,41.0117088,28.9368798,53.09084320068359
487079302,41.0194676,28.9243923,57.68933486938477
487079304,41.0105504,28.9326831,52.31501007080078
487079712,41.0148727,28.9326336,53.78337478637695
487079713,41.012417,28.938564,41.63339233398438
487079714,41.0117638,28.93994,36.38561630249023
487079715,41.0121803,28.9398915,36.77708435058594
506381556,41.0037559,28.9625993,6.111568450927734
506381557,41.0041248,28.9628645,5.498864650726318
506381558,41.0045026,28.9631345,7.697978973388672
506381559,41.0049352,28.9634439,7.825132846832275
506381561,41.0045871,28.9640494,8.230908393859863
506381565,41.0035535,28.9629816,4.519715309143066
506381568,41.0031469,28.9742198,11.44549942016602
506381569,41.0033548,28.9761612,16.36098861694336
506381572,41.0032344,28.9769337,10.26265811920166
506381577,41.0033426,28.9741976,11.99944305419922
506394602,41.0100483,28.9324527,52.86302185058594
